height_cm,weight_kg,team,draft_pick,ppg,rpg,apg,spg,bpg,BPM,team_rank,team_strength,sim,draft_expectation,pressure_factor,total_pressure,pressure_scaled,ppg_adj,rpg_adj,apg_adj,spg_adj,bpg_adj,BPM_adj,ppg_adj_z,rpg_adj_z,apg_adj_z,spg_adj_z,bpg_adj_z,S,sb,pressure_scaled_norm,sim_norm,B,A,expectation_met_%
220,112,PHI,59,6.7,4.8,4.7,2.1,2.0,-0.05,4,0.0625,0.8946298738614202,0.0002872737719046251,0.4625,1.795461074403907e-05,7.034930850314764e-05,3.0987500000000003,2.22,2.17375,0.9712500000000001,0.925,-0.023125000000000003,-0.7334018998183935,-0.3892732639535143,-0.19456862130913669,0.7149774512502772,0.4172462565285069,0.4538764823360757,0.3813202577658712,7.034930850314764e-05,0.8927084647982673,55.89499858974965,19.313924614857523,34.553940606770894
191,115,NYK,9,11.4,8.2,2.7,0.1,1.0,-4.16,10,0.01,0.48403749650391675,0.012345679012345678,0.41000000000000003,0.0001234567901234568,0.000492358646052903,4.674,3.362,1.1070000000000002,0.04100000000000001,0.41000000000000003,-1.7056000000000002,-0.48527057501245435,0.045427297472111425,-0.6902597793715189,-1.1474111158089466,-0.5230540414611384,0.057293478398010515,0.2010169191989267,0.000492358646052903,0.4746265224237969,39.1116861163381,5.295363150737213,13.539081733746027
181,89,ATL,23,8.6,12.0,6.6,0.1,2.1,9.87,14,0.00510204081632653,0.9459732637252245,0.0018903591682419658,0.40510204081632656,9.64468963388758e-06,3.7109575225468e-05,3.483877551020408,4.8612244897959185,2.6736734693877553,0.04051020408163266,0.8507142857142858,3.998357142857143,-0.6727371104491121,0.6161048171020003,0.037732895900500364,-1.1483917020154069,0.28161348122902957,0.2920026200120206,0.84272783319645,3.7109575225468e-05,0.944988403116895,57.99488116717946,22.98408111855933,39.63122374939275
189,87,MEM,47,12.8,0.7,6.6,0.5,1.6,8.35,28,0.0012755102040816326,0.974139059990494,0.0004526935264825713,0.40127551020408164,5.774152123502185e-07,8.404242513097833e-07,5.136326530612245,0.2808928571428571,2.6484183673469386,0.20063775510204082,0.6420408163265307,3.3506505102040816,-0.4124455030976789,-1.1273914457962824,0.025997502624103767,-0.8278115135804691,-0.09938792740755145,0.08009633261453383,0.7936875118302347,8.404242513097833e-07,0.9736679682050078,59.14574057796405,17.53140289938292,29.64102355988522
184,111,DET,58,10.8,8.8,7.7,2.0,0.4,-0.74,9,0.012345679012345678,0.3458702136394495,0.00029726516052318666,0.4123456790123457,3.6699402533726746e-06,1.3210542590045468e-05,4.453333333333334,3.6286419753086423,3.175061728395062,0.8246913580246914,0.1649382716049383,-0.3051358024691358,-0.5200297004468365,0.1469241594391032,0.2707150629932714,0.4215626281182795,-0.9704940729868357,0.3426917068857047,0.34651987403498635,1.3210542590045468e-05,0.3339389471591371,33.426521024208284,14.209670865895733,42.51016986064673
181,130,MEM,39,14.7,9.7,6.0,2.0,2.4,9.24,28,0.0012755102040816326,0.017913484803929243,0.0006574621959237343,0.40127551020408164,8.385997396986406e-07,1.8851638956744828e-06,5.89875,3.8923724489795917,2.4076530612244897,0.8025510204081633,0.9630612244897959,3.7077857142857145,-0.292349552916867,0.2473127627401609,-0.08587991327754202,0.37723700420228573,0.48673942299376094,0.6754763484439943,0.8236569314648833,1.8851638956744828e-06,0.0,20.0,30.078273587967658,150.3913679398383
180,92,HOU,47,6.2,4.0,9.4,1.5,0.0,0.36,12,0.006944444444444444,0.8456686622957237,0.0004526935264825713,0.40694444444444444,3.143705045017856e-06,1.1105598663962941e-05,2.5230555555555556,1.6277777777777778,3.825277777777778,0.6104166666666666,0.0,0.1465,-0.8240845376113911,-0.6147017512466244,0.5728536582679521,-0.007421768974253928,-1.2716426282101765,0.10479965825685543,0.40261863357298355,1.1105598663962941e-05,0.842854157798869,53.88705985977273,10.32455274348214,19.159614145490856
201,118,ATL,13,21.8,4.2,0.4,0.0,0.4,-3.26,14,0.00510204081632653,0.7596736720895024,0.00591715976331361,0.40510204081632656,3.018959062915107e-05,0.00011928929994808262,8.83122448979592,1.7014285714285715,0.16204081632653064,0.0,0.16204081632653064,-1.3206326530612245,0.16957000278075723,-0.5866666887690036,-1.1293578924034249,-1.2294943528413875,-0.9757843216503276,0.02293849155913722,0.2343793674903876,0.00011928929994808262,0.7552905435611252,50.373135453515985,5.211999491972518,10.346783945545972
185,84,LAL,4,1.4,5.2,1.6,1.9,0.1,2.87,2,0.25,0.9818671309440756,0.0625,0.65,0.015625,0.06249862258750793,0.9099999999999999,3.3800000000000003,1.04,1.2349999999999999,0.065,1.8655000000000002,-1.0781709442043639,0.052278970069012796,-0.7213929479585165,1.2430129089894548,-1.1529639498231337,0.1601333850603802,0.5380830583600577,0.06249862258750793,0.9815370059496319,63.23114627396522,22.69203441116423,35.8874316667377
213,125,DAL,22,4.8,0.5,4.8,0.0,2.9,-1.65,17,0.0034602076124567475,0.9192455674429356,0.002066115702479339,0.40346020761245677,7.149189281935429e-06,2.712755915170374e-05,1.9366089965397923,0.20173010380622838,1.9366089965397923,0.0,1.1700346020761245,-0.6657093425605536,-0.916460834463615,-1.1575246273369397,-0.30476191742281444,-1.2294943528413875,0.8646367601206505,0.060448835028182504,0.3030624466192829,2.712755915170374e-05,0.9177731702165416,56.900105198937936,7.333116858147831,12.887703515677696
201,127,LAC,42,9.6,0.6,7.7,2.0,1.5,3.9,26,0.0014792899408284023,0.4943791412282595,0.0005668934240362811,0.40147928994082843,8.385997396986406e-07,1.8851638956744828e-06,3.854201183431953,0.24088757396449706,3.091390532544379,0.8029585798816569,0.6022189349112427,1.5657692307692308,-0.6144042150247513,-1.1426193959343072,0.23183522051125643,0.37805295056490984,-0.17209574674988853,0.21094623242519733,0.5931912006173126,1.8851638956744828e-06,0.48515680781663867,39.50547180949682,16.142226281637367,40.86073534187458
208,96,LAC,16,14.6,3.1,2.4,0.1,2.6,9.86,26,0.0014792899408284023,0.8031544952354807,0.00390625,0.40147928994082843,5.778476331360947e-06,2.1644699293780672e-05,5.861597633136095,1.2445857988165683,0.9635502958579882,0.04014792899408284,1.0438461538461539,3.9585857988165682,-0.29820174527339255,-0.7605631946688962,-0.7569171498611932,-1.1491169876710727,0.6342386329876557,0.08862338611854835,0.8424386779620235,2.1644699293780672e-05,0.7995644950502034,52.147257536911404,18.690106818895504,35.841015811169136
181,122,PHI,1,12.6,4.8,9.6,2.2,1.1,2.09,4,0.0625,0.06352825666984108,1.0,0.4625,0.0625,0.24999889807000633,5.8275,2.22,4.44,1.0175,0.50875,0.966625,-0.30357275995855765,-0.3892732639535143,0.8584991892921046,0.8075713466832136,-0.3427537416039006,0.6525962003006675,0.49564600060099046,0.24999889807000633,0.0464468253049517,36.943865654835946,26.55310089585084,71.87418107226428
188,91,PHX,57,23.7,6.0,5.9,1.1,0.3,8.24,16,0.00390625,0.9987811135155831,0.0003077870113881194,0.40390625,1.2022930132348414e-06,3.3399391272300945e-06,9.572578125,2.4234375000000004,2.3830468750000002,0.44429687500000004,0.121171875,3.3281875000000003,0.2863470601703064,-0.31183508929061954,-0.09731377214336423,-0.33999860397802706,-1.0504038900151005,0.18046440217445817,0.7897330838233672,3.3399391272300945e-06,0.9987595143953419,60.15468360485996,19.593441416440456,32.57176373022679
190,76,BOS,43,8.1,0.3,3.5,1.7,0.3,2.67,1,1.0,0.6732882617762381,0.0005408328826392644,1.4,0.0005408328826392644,0.00216186546901872,11.339999999999998,0.42,4.8999999999999995,2.38,0.42,3.7379999999999995,0.5647490480038229,-1.0744405236436425,1.0722493019789527,3.5353374553832317,-0.5047957832477473,0.9732237704414137,0.5272297176260241,0.00216186546901872,0.6673293876112213,46.959884926666476,105.03174416472064,223.6626949336447
218,90,MIN,3,18.3,11.5,9.5,1.6,1.6,-3.0,29,0.0011890606420927466,0.4226337067506649,0.1111111111111111,0.40118906064209275,0.00013211784912141628,0.0005270029329454381,7.341759809750298,4.613674197384067,3.811296076099881,0.6419024970273485,0.6419024970273485,-1.2035671819262783,-0.06504853034819039,0.5218751751646012,0.5663567228131601,0.05561381338328448,-0.0996404743555878,0.7269408564665142,0.2447032746370007,0.0005270029329454381,0.41210267369963843,36.60003726521275,19.490649811791076,53.253087341297224
188,81,DEN,48,26.6,5.0,11.0,0.4,1.1,-1.93,18,0.0030864197530864196,0.8751370422664622,0.00043402777777777775,0.40308641975308646,1.3395919067215363e-06,3.8891355080769735e-06,10.7220987654321,2.0154320987654324,4.433950617283951,0.16123456790123458,0.44339506172839516,-0.7779567901234569,0.46741805169685074,-0.46714172412543076,0.8556881974720146,-0.9066978832106503,-0.46208047545222086,0.3745341292501653,0.29032657917239096,3.8891355080769735e-06,0.8728600668614915,55.09299629750784,13.399816129627448,24.322177100818884
207,129,GSW,50,11.4,11.9,4.5,2.1,2.2,-4.89,5,0.04,0.6542582352338291,0.0004,0.44,1.6000000000000003e-05,6.253085403982229e-05,5.016,5.236,1.98,0.924,0.9680000000000001,-2.1515999999999997,-0.43139918121233933,0.7587625445050558,-0.28459923942452137,0.6203815256458178,0.49575676684608894,0.7611332209730678,0.17666691858604042,6.253085403982229e-05,0.647952236696993,46.054232914670656,20.63160307030038,44.79849465417574
220,114,ORL,27,21.6,10.4,4.5,0.8,1.2,5.03,24,0.001736111111111111,0.9270384893203286,0.0013717421124828531,0.4017361111111111,2.3814967230605087e-06,8.056760896665759e-06,8.6775,4.178055555555556,1.8078125,0.32138888888888895,0.4820833333333333,2.020732638888889,0.14535552170906788,0.3560576023359477,-0.36461032100770996,-0.586064100493595,-0.39144243017294383,0.30138659152851927,0.65101861977065,8.056760896665759e-06,0.9257082418226961,57.217980441867326,19.130778289464214,33.43490654812751
221,93,CHA,10,17.7,5.1,8.2,0.6,0.9,3.88,30,0.0011111111111111111,0.43418886760283193,0.010000000000000002,0.40111111111111114,1.1111111111111113e-05,4.2975269752462454e-05,7.099666666666667,2.0456666666666665,3.289111111111111,0.24066666666666667,0.36100000000000004,1.5563111111111112,-0.10318272639311986,-0.455632981882762,0.3237108638789693,-0.7476724248948643,-0.6125195067067551,0.16863998215115988,0.5921386129986441,4.2975269752462454e-05,0.4238686108186246,37.043890405904826,15.257837380504405,41.18853936052109
206,101,NOP,48,7.1,3.5,2.4,0.2,1.6,1.38,27,0.0013717421124828531,0.9438737794415402,0.00043402777777777775,0.4013717421124829,5.953741807651272e-07,9.122602305135565e-07,2.8497393689986286,1.4048010973936902,0.9632921810699588,0.08027434842249659,0.6421947873799727,0.5538930041152264,-0.7726257295350312,-0.6995774851763837,-0.757037089132992,-1.0687826853002036,-0.09910680308243815,0.032385286289714064,0.45705598343658005,9.122602305135565e-07,0.9428506223988103,57.90674988796536,9.822394754589414,16.96243490369122
181,126,DEN,58,25.4,7.2,9.2,1.8,0.6,-4.76,18,0.0030864197530864196,0.03475537865365185,0.00029726516052318666,0.40308641975308646,9.174850633431687e-07,2.200705653858484e-06,10.238395061728395,2.9022222222222225,3.708395061728395,0.7255555555555556,0.24185185185185187,-1.9186913580246914,0.3912256753670365,-0.1295864136758978,0.5185412806012119,0.22308976049693036,-0.8300632721603826,0.5431938246205399,0.18082708043044915,2.200705653858484e-06,0.017149104762424296,20.689489679003543,14.592149722169626,70.52928781021737
202,93,ATL,57,29.4,13.4,1.4,2.4,0.8,1.46,14,0.00510204081632653,0.8635720567195575,0.0003077870113881194,0.40510204081632656,1.570341894837344e-06,4.8121368166486474e-06,11.91,5.428367346938776,0.5671428571428572,0.9722448979591837,0.3240816326530613,0.5914489795918367,0.6545347043373483,0.8319868822583344,-0.9411174426769852,0.7169692669821495,-0.6799260150904788,0.6416303574400349,0.461387063623357,4.8121368166486474e-06,0.8610841258367203,54.6196065055382,22.341730416437073,40.904231732558735
194,75,HOU,56,31.4,11.4,7.1,1.3,1.7,-4.33,12,0.006944444444444444,0.537404540866338,0.00031887755102040814,0.40694444444444444,2.214427437641723e-06,7.388482773131114e-06,12.778055555555556,4.639166666666667,2.8893055555555556,0.5290277777777778,0.6918055555555556,-1.7620694444444445,0.7912696829154505,0.5315788447874312,0.13793155398151685,-0.17036478015653833,-0.008526181530990062,0.7827711748532438,0.1951304944824237,7.388482773131114e-06,0.5289670284736661,41.26717035204997,19.8975825774549,48.21649366241675
180,104,POR,43,30.6,9.3,0.4,2.2,2.7,4.36,13,0.005917159763313609,0.41858550179436244,0.0005408328826392644,0.4059171597633136,3.2001945718299667e-06,1.1331557103198072e-05,12.421065088757397,3.775029585798817,0.16236686390532545,0.89301775147929,1.0959763313609467,1.7697988165680474,0.7350370103430222,0.20264638051251366,-1.1292063865192754,0.558354129325734,0.7294192571651564,0.7495568827113748,0.6171469671787243,1.1331557103198072e-05,0.4079806259350077,36.4032140831846,27.738427249248755,76.19774228139298
204,103,PHI,38,23.0,8.6,10.4,1.8,1.6,9.07,4,0.0625,0.9888158956813281,0.0006925207756232686,0.4625,4.328254847645429e-05,0.0001716612082840846,10.637500000000001,3.9775,4.8100000000000005,0.8325,0.7400000000000001,4.194875000000001,0.45409216454013673,0.27971643543837466,1.0304286277576133,0.4371957649514679,0.07946847958077033,0.907282907148462,0.8182092507598221,0.0001716612082840846,0.9886125222491569,59.75688007516935,39.902006151629074,66.77391139135035
186,83,PHI,57,31.3,13.4,10.8,0.7,1.2,6.63,4,0.0625,0.9554921099366912,0.0003077870113881194,0.4625,1.9236688211757463e-05,7.547762590873917e-05,14.47625,6.197500000000001,4.995000000000001,0.32375,0.555,3.0663750000000003,1.0587670562073637,1.1247560557228662,1.116393346990368,-0.5813370848108327,-0.2583092973669664,0.9213092452216542,0.725583362565484,7.547762590873917e-05,0.9546808814304628,58.38687596111383,38.08439155507757,65.22765763395546
186,79,TOR,37,16.6,2.6,4.6,1.6,2.5,-3.62,22,0.002066115702479339,0.8675835571082787,0.0007304601899196495,0.40206611570247935,1.509215268429028e-06,4.567629951776647e-06,6.674297520661158,1.0453719008264464,1.849504132231405,0.643305785123967,1.0051652892561984,-1.4554793388429752,-0.17018631930212982,-0.8363936616567186,-0.3452372969043155,0.05842323849205371,0.5636141116275931,0.3252430226172546,0.22059063911887355,4.567629951776647e-06,0.8651687995102704,54.78381389596174,10.973061009695304,20.029750083727112
197,119,OKC,28,3.7,2.5,2.1,2.3,0.4,9.31,8,0.015625,0.5867658525679321,0.0012755102040816326,0.415625,1.992984693877551e-05,7.825026489047744e-05,1.5378125000000002,1.0390625,0.8728125000000001,0.9559375,0.16625,3.8694687500000002,-0.9792787382975372,-0.8387953254759092,-0.7990806587516306,0.6843213642488319,-0.9680990854125482,0.05210748830282505,0.8258625076282298,7.825026489047744e-05,0.5792287337862939,43.292188962495196,18.245313977942235,42.14458639120438
221,108,LAL,52,13.8,5.3,2.3,1.8,1.3,6.63,2,0.25,0.7949359551550739,0.00036982248520710064,0.65,9.245562130177516e-05,0.0003683537885735485,8.97,3.445,1.4949999999999999,1.1700000000000002,0.8450000000000001,4.3095,0.1914297400907453,0.07702112111337835,-0.5099662060617424,1.1128809478404635,0.27118019082137756,0.7581467431381572,0.725583362565484,0.0003683537885735485,0.7911960415917819,51.8317171920058,48.22122843536834,93.03420964568329
217,82,CHI,25,1.6,9.2,7.7,0.7,2.6,8.19,6,0.027777777777777776,0.2704354578414667,0.0016,0.4277777777777778,4.4444444444444447e-05,0.00017630879898446132,0.6844444444444445,3.9355555555555557,3.293888888888889,0.29944444444444446,1.1122222222222224,3.5035000000000003,-1.1137001610380979,0.26375034651658313,0.32593097374504054,-0.629997540368682,0.7590814241903308,0.40252987689853525,0.7879173251572305,0.00017630879898446132,0.25712819526564934,30.348221453844015,25.462342932859432,83.90061002943644
206,104,HOU,59,25.0,8.9,8.4,2.1,1.7,1.55,12,0.006944444444444444,0.9804914263030937,0.0002872737719046251,0.40694444444444444,1.9949567493376744e-06,6.510598730094471e-06,10.17361111111111,3.6218055555555555,3.4183333333333334,0.8545833333333334,0.6918055555555556,0.6307638888888889,0.3810209919879986,0.14432188666781767,0.38375709118689333,0.48140726457259975,-0.008526181530990062,0.7993089775758456,0.4662664737173917,6.510598730094471e-06,0.9801362072496246,59.40613464324177,25.750944946452677,43.347282399532766
207,105,LAC,37,30.6,5.5,5.6,0.8,0.3,-2.39,26,0.0014792899408284023,0.9803808129437388,0.0007304601899196495,0.40147928994082843,1.0805624111237418e-06,2.8530160033798208e-06,12.28526627218935,2.2081360946745563,2.248284023668639,0.32118343195266275,0.12044378698224853,-0.95953550295858,0.7136461579309554,-0.39378924145410177,-0.1599345866174501,-0.5864754314788686,-1.0517332519181188,0.18568639500767062,0.27010675970809506,2.8530160033798208e-06,0.9800235762055967,59.40138579517411,9.149575605758788,15.402966586180417
221,101,GSW,54,19.5,12.1,8.3,0.1,0.3,2.17,5,0.04,0.6282771709159559,0.0003429355281207133,0.44,1.3717421124828532e-05,5.3400525124511736e-05,8.58,5.324,3.652,0.044000000000000004,0.132,0.9548,0.1299974489151754,0.792259610534351,0.49233595277637227,-1.1414050252943777,-1.030633619793413,0.3192011036866466,0.5000060001508368,5.3400525124511736e-05,0.6214972549828178,44.990073804073106,18.02255628442464,40.0589613675917
196,88,MIN,45,20.3,13.1,5.4,2.4,0.7,8.72,29,0.0011890606420927466,0.8741875632512025,0.0004938271604938272,0.40118906064209275,5.87190440539628e-07,8.795252215160459e-07,8.144137931034484,5.255576694411415,2.166420927467301,0.9628537455410225,0.2808323424494649,3.498368608799049,0.061341024471391115,0.7662143834293116,-0.19797425191729856,0.6981678964956202,-0.758891685898794,0.6384994766682411,0.8065832451056789,8.795252215160459e-07,0.8718932685163827,55.05394518379851,28.98756898492988,52.65302765887967
187,99,LAL,59,30.5,3.4,4.6,2.3,1.3,-3.47,2,0.25,0.8538405957771882,0.0002872737719046251,0.65,7.181844297615628e-05,0.00028580495398720213,19.825,2.21,2.9899999999999998,1.4949999999999999,0.8450000000000001,-2.2555,1.901295177810771,-0.39307974872957063,0.18472166017051592,1.7635407535854217,0.27118019082137756,0.9765156843694077,0.22626423845514942,0.00028580495398720213,0.8511751545131135,54.23816732624367,39.09034749179811,72.07165990080175
215,109,MIN,33,14.0,0.6,3.9,0.2,0.3,6.47,29,0.0011890606420927466,0.9289467039258391,0.0009182736455463729,0.40118906064209275,1.0918830505902174e-06,2.8982986277766683e-06,5.616646848989299,0.24071343638525564,1.5646373365041617,0.08023781212841856,0.12035671819262782,2.59569322235434,-0.33678607321029036,-1.1426856811387394,-0.47760753535527145,-1.0688558320633037,-1.0518922243624411,0.016661916156995405,0.718583789510287,2.8982986277766683e-06,0.92765126393595,57.29578752420969,14.748626699889483,25.741206006912144
209,76,TOR,15,25.0,9.1,1.3,1.7,0.1,9.88,22,0.002066115702479339,0.26912846568892934,0.0044444444444444444,0.40206611570247935,9.182736455463728e-06,3.526175979689226e-05,10.051652892561984,3.6588016528925618,0.5226859504132232,0.6835123966942149,0.040206611570247935,3.9724132231404963,0.36181029251834806,0.15840439479649868,-0.9617754183795243,0.13891808795039384,-1.1982323586166657,0.18229505666493048,0.8430165566600446,3.526175979689226e-05,0.25579736243013074,30.286209944489368,20.61215288771076,68.05788154242515
204,125,CLE,28,14.2,6.5,9.7,1.0,0.5,1.79,15,0.0044444444444444444,0.6625885463932537,0.0012755102040816326,0.40444444444444444,5.668934240362811e-06,2.1206530286013648e-05,5.74311111111111,2.628888888888889,3.923111111111111,0.40444444444444444,0.20222222222222222,0.7239555555555556,-0.3168655876360065,-0.23363033088810248,0.6183142800604086,-0.4197843723587724,-0.9024200732282661,0.22194181022081083,0.4793073054736519,2.1206530286013648e-05,0.6564345000369272,46.39276567390146,14.180815450710247,30.56686801211283
211,113,PHI,48,21.3,1.9,2.8,1.5,2.5,9.18,4,0.0625,0.9997181544906197,0.00043402777777777775,0.4625,2.712673611111111e-05,0.00010703786387564939,9.85125,0.87875,1.295,0.6937500000000001,1.15625,4.24575,0.3302430903432347,-0.8998180345420612,-0.60290103766472,0.15941407865265883,0.8394684777131776,0.4567102991630245,0.8217490134872694,0.00010703786387564939,0.999713647819467,60.199297712463654,29.564371605038048,49.11082475787262
194,111,BOS,59,15.2,2.1,9.2,0.4,1.2,3.78,1,1.0,0.7269575876268157,0.0002872737719046251,1.4,0.0002872737719046251,0.0011476275359234202,21.279999999999998,2.94,12.879999999999999,0.5599999999999999,1.68,5.292,2.130484879504243,-0.11520636007746313,4.780349082937763,-0.10835745678853596,1.79574475163954,0.9997930890042985,0.5868631645513819,0.0011476275359234202,0.7219776890286655,49.095825517256564,111.06593774889764,226.22277266701497
201,92,GSW,17,13.9,12.0,3.9,0.4,2.6,6.73,5,0.04,0.8616803190069301,0.0034602076124567475,0.44,0.0001384083044982699,0.0005521647914216069,6.1160000000000005,5.28,1.716,0.17600000000000002,1.1440000000000001,2.9612000000000003,-0.25812861635816803,0.7755110775197036,-0.40727321714045195,-0.8771370426533484,0.8171021114017736,0.512515963052802,0.7299027035820809,0.0005521647914216069,0.8591578811693245,54.57517189584217,27.33321066596742,50.083599769751366
183,82,WAS,25,20.0,4.3,3.0,1.7,0.6,5.68,20,0.0025,0.9796322458382118,0.0016,0.4025,4.000000000000001e-06,1.453078351630269e-05,8.05,1.73075,1.2075,0.68425,0.2415,2.2862,0.04651254039452937,-0.5755055316220672,-0.6435600264910227,0.14039479202319066,-0.8307056923567797,0.13436958808281083,0.6824866792831101,1.453078351630269e-05,0.9792613545796364,59.371445327151825,16.43923238073916,27.688785897252107
214,121,SAS,25,4.8,3.0,9.1,0.3,2.0,2.42,3,0.1111111111111111,0.9831593770951778,0.0016,0.5111111111111111,0.00017777777777777779,0.0007096429159124568,2.453333333333333,1.5333333333333332,4.651111111111111,0.15333333333333332,1.0222222222222221,1.2368888888888887,-0.8350670910907844,-0.6506518852427114,0.9565970670952473,-0.9225163932078686,0.5947571002698097,0.2979913634871496,0.5136279664972807,0.0007096429159124568,0.9828528238037181,59.55775836121215,20.741382877379884,34.82566075033477
207,124,SAS,19,29.8,11.3,0.2,2.2,2.8,-1.76,3,0.1111111111111111,0.7893769853567849,0.0027700831024930744,0.5111111111111111,0.00030778701138811936,0.0012296806144128844,15.23111111111111,5.775555555555555,0.10222222222222221,1.1244444444444444,1.431111111111111,-0.8995555555555554,1.1776717935788812,0.9641435453109362,-1.1571540472524786,1.021677351137751,1.3413169916618042,0.9660279826411288,0.29802141794688175,0.0012296806144128844,0.785535671309637,51.656088792245946,32.303484681693604,62.53567669750222
